date,source_file,food,amount,amount (g),calories,carbs (grams),fat (grams),protein (grams),cholesterol (mg),sodium (mg),sugar (grams),fiber (grams)
"Mar 22, 2025",03010331,Kirkland - Chocolate Almonds,87 gram,87.0,464,38,35,9,14,43,29,6
"Mar 23, 2025",03010331,"Rosarita - Refried Beans , no fat",1.75 cup,420.0,280,56,0,18,0,2170,0,18
"Mar 23, 2025",03010331,Green grapes,201 g,201.0,139,36,0,1,0,4,31,2
"Mar 23, 2025",03010331,"White rice, cooked",310 g,310.0,400,87,1,8,0,760,0,1
"Mar 23, 2025",03010331,Fage - Greek Yogurt Total 0%,382 gram,382.0,180,11,0,36,22,124,11,0
"Mar 23, 2025",03010331,"Lentils, cooked",189 g,189.0,217,38,1,17,0,440,3,15
"Mar 23, 2025",03010331,"Chicken breast, grilled, skinless",272 gram,272.0,479,0,15,81,261,960,0,0
"Mar 23, 2025",03010331,Leanfit Protein powder - Protein Powder,2 scoop,,240,4,4,50,140,220,2,2
"Mar 23, 2025",03010331,Oats,0.5 cup,120.0,153,27,3,5,0,2,0,4
"Mar 23, 2025",03010331,Blueberries,204 gram,204.0,116,30,1,2,0,2,20,5
"Mar 24, 2025",03010331,"Lentils, cooked",312 g,312.0,359,62,1,28,0,727,6,25
"Mar 24, 2025",03010331,Fat Free Milk - Fat Free Milk,475 milliliter,475.0,181,26,0,16,10,261,24,0
"Mar 24, 2025",03010331,Broccoli,460 gram,460.0,156,31,2,13,0,152,8,12
"Mar 24, 2025",03010331,"Chicken breast, grilled, skinless",111 gram,111.0,195,0,6,33,107,392,0,0
"Mar 24, 2025",03010331,"Lentils, cooked",167 g,167.0,192,33,1,15,0,389,3,13
"Mar 24, 2025",03010331,Oats,0.5 cup,120.0,153,27,3,5,0,2,0,4
"Mar 24, 2025",03010331,Leanfit Protein powder - Protein Powder,2 scoop,,240,4,4,50,140,220,2,2
"Mar 24, 2025",03010331,Blueberries,222 gram,222.0,127,32,1,2,0,2,22,5
"Mar 25, 2025",03010331,"Lentils, cooked",250 g,250.0,288,50,1,22,0,583,4,20
"Mar 25, 2025",03010331,"Chicken breast, grilled, skinless",138 gram,138.0,243,0,8,41,132,487,0,0
"Mar 25, 2025",03010331,Broccoli,570 gram,570.0,194,38,2,16,0,188,10,15
"Mar 25, 2025",03010331,"Lentils, cooked",126 g,126.0,145,25,0,11,0,294,2,10
"Mar 25, 2025",03010331,Leanfit Protein powder - Protein Powder,1 scoop,,120,2,2,25,70,110,1,1
"Mar 25, 2025",03010331,Oats,0.5 cup,120.0,153,27,3,5,0,2,0,4
"Mar 25, 2025",03010331,Fat Free Milk - Fat Free Milk,360 milliliter,360.0,137,20,0,12,8,198,18,0
"Mar 25, 2025",03010331,Leanfit Protein powder - Protein Powder,2 scoop,,240,4,4,50,140,220,2,2
"Mar 25, 2025",03010331,Oats,0.5 cup,120.0,153,27,3,5,0,2,0,4
"Mar 25, 2025",03010331,Blueberries,214 gram,214.0,122,31,1,2,0,2,21,5
"Mar 26, 2025",03010331,Blueberries,106 gram,106.0,60,15,0,1,0,1,11,3
"Mar 26, 2025",03010331,Fage - Greek Yogurt Total 0%,304 gram,304.0,143,9,0,29,18,98,9,0
"Mar 26, 2025",03010331,Jello - Cheesecake Sugar free,1 package,,100,5,0,0,0,290,0,0
"Mar 26, 2025",03010331,Fat Free Milk - Fat Free Milk,481 milliliter,481.0,183,26,0,16,10,264,24,0
"Mar 26, 2025",03010331,"Chicken breast, grilled, skinless",110 gram,110.0,194,0,6,33,106,388,0,0
"Mar 26, 2025",03010331,"Lentils, cooked",269 g,269.0,309,54,1,24,0,627,5,21
"Mar 26, 2025",03010331,"Lentils, cooked",222 g,222.0,255,44,1,20,0,517,4,18
"Mar 26, 2025",03010331,Broccoli,275 gram,275.0,94,18,1,8,0,91,5,7
"Mar 26, 2025",03010331,"Chicken breast, grilled, skinless",138 gram,138.0,243,0,8,41,132,487,0,0
"Mar 26, 2025",03010331,"Lentils, cooked",189 g,189.0,217,38,1,17,0,440,3,15
"Mar 26, 2025",03010331,Oats,0.5 cup,120.0,153,27,3,5,0,2,0,4
"Mar 26, 2025",03010331,Leanfit Protein powder - Protein Powder,2 scoop,,240,4,4,50,140,220,2,2
"Mar 26, 2025",03010331,Blueberries,184 gram,184.0,105,27,1,1,0,2,18,4
"Mar 27, 2025",03010331,Broccoli,283 gram,283.0,96,19,1,8,0,93,5,7
"Mar 27, 2025",03010331,"Lentils, cooked",208 g,208.0,239,42,1,19,0,485,4,16
"Mar 27, 2025",03010331,"Chicken breast, grilled, skinless",119 gram,119.0,209,0,6,35,114,420,0,0
"Mar 27, 2025",03010331,Blueberries,146 gram,146.0,83,21,0,1,0,1,15,4
"Mar 27, 2025",03010331,Fage - Greek Yogurt Total 0%,260 gram,260.0,122,8,0,24,15,84,8,0
"Mar 27, 2025",03010331,Fat Free Milk - Fat Free Milk,720 milliliter,720.0,274,40,0,24,15,396,37,0
"Mar 27, 2025",03010331,Asparagus,110 gram,110.0,22,4,0,2,0,2,2,2
"Mar 27, 2025",03010331,"Chicken breast, grilled, skinless",176 gram,176.0,310,0,10,52,169,621,0,0
"Mar 27, 2025",03010331,Fage - Greek Yogurt Total 0%,191 gram,191.0,90,6,0,18,11,62,6,0
"Mar 27, 2025",03010331,"Lentils, cooked",188 g,188.0,216,38,1,17,0,438,3,15
"Mar 27, 2025",03010331,Leanfit Protein powder - Protein Powder,2 scoop,,240,4,4,50,140,220,2,2
"Mar 27, 2025",03010331,Blueberries,257 gram,257.0,146,37,1,2,0,3,26,6
"Mar 28, 2025",03010331,Fat Free Milk - Fat Free Milk,719 milliliter,719.0,274,40,0,24,15,395,36,0
"Mar 28, 2025",03010331,"Rosarita - Refried Beans , no fat",0.62 cup,148.8,99,20,0,6,0,765,0,6
"Mar 28, 2025",03010331,"Chicken breast, grilled, skinless",140 gram,140.0,246,0,8,41,134,494,0,0
"Mar 28, 2025",03010331,Broccoli,262 gram,262.0,89,17,1,7,0,86,4,7
"Mar 28, 2025",03010331,Blueberries,59 gram,59.0,34,9,0,0,0,1,6,1
"Mar 28, 2025",03010331,Fage - Greek Yogurt Total 0%,390 gram,390.0,184,11,0,37,23,126,11,0
"Mar 28, 2025",03010331,"Lentils, cooked",226 g,226.0,260,45,1,20,0,527,4,18
"Mar 28, 2025",03010331,Leanfit Protein powder - Protein Powder,3 scoop,,360,6,6,75,210,330,3,3
"Mar 28, 2025",03010331,Blueberries,141 gram,141.0,80,20,0,1,0,1,14,3
"Mar 29, 2025",03010331,"Russet potato, baked",345 g,345.0,328,74,0,9,0,48,4,8
"Mar 29, 2025",03010331,Blueberries,86 gram,86.0,49,12,0,1,0,1,9,2
"Mar 29, 2025",03010331,Fage - Greek Yogurt Total 0%,220 gram,220.0,104,6,0,21,13,71,6,0
"Mar 29, 2025",03010331,"Russet potato, baked",312 g,312.0,296,67,0,8,0,44,3,7
"Mar 29, 2025",03010331,Banana,148 g,148.0,144,34,0,1,0,0,23,3
"Mar 29, 2025",03010331,Fage - Greek Yogurt Total 0%,280 gram,280.0,132,8,0,26,16,91,8,0
"Mar 29, 2025",03010331,Blueberries,145 gram,145.0,83,21,0,1,0,1,14,3
"Mar 29, 2025",03010331,Oats,42 g,42.0,159,28,3,6,0,3,0,4
"Mar 29, 2025",03010331,Leanfit Protein powder - Protein Powder,2 scoop,,240,4,4,50,140,220,2,2
"Mar 30, 2025",03010331,"Chicken breast, grilled, skinless",96 gram,96.0,169,0,5,28,92,339,0,0
"Mar 30, 2025",03010331,"White rice, cooked",501 g,501.0,646,140,1,13,0,1227,0,2
"Mar 30, 2025",03010331,Potato,45 gram,45.0,35,8,0,1,0,3,0,1
"Mar 30, 2025",03010331,Homemade Chuck Roast - Chuck Roast,109 gram,109.0,241,0,10,36,109,59,0,0
"Mar 30, 2025",03010331,Generic - Baby carrots,37 g,37.0,15,4,0,0,0,26,2,1
"Mar 30, 2025",03010331,Potato,123 gram,123.0,95,22,0,3,0,7,1,3
"Mar 30, 2025",03010331,Homemade Chuck Roast - Chuck Roast,159 gram,159.0,351,0,15,52,159,86,0,0
"Mar 30, 2025",03010331,"Russet potato, baked",206 g,206.0,196,44,0,5,0,29,2,5
"Mar 30, 2025",03010331,"Lentils, cooked",199 g,199.0,229,40,1,18,0,464,4,16
"Mar 30, 2025",03010331,"Chicken breast, grilled, skinless",182 gram,182.0,320,0,10,54,175,642,0,0
"Mar 30, 2025",03010331,Blueberries,84 gram,84.0,48,12,0,1,0,1,8,2
"Mar 30, 2025",03010331,Fage - Greek Yogurt Total 0%,280 gram,280.0,132,8,0,26,16,91,8,0
"Mar 31, 2025",03010331,"White rice, cooked",343 g,343.0,442,96,1,9,0,840,0,1
"Mar 31, 2025",03010331,"Lentils, cooked",151 g,151.0,174,30,1,14,0,352,3,12
"Mar 31, 2025",03010331,"Chicken breast, grilled, skinless",159 gram,159.0,280,0,9,47,153,561,0,0
"Mar 31, 2025",03010331,Fage - Greek Yogurt Total 0%,269 gram,269.0,127,8,0,25,16,87,8,0
"Mar 31, 2025",03010331,"White rice, cooked",287 g,287.0,370,80,1,8,0,703,0,1
"Mar 31, 2025",03010331,"Chicken breast, grilled, skinless",150 gram,150.0,264,0,8,44,144,530,0,0
"Mar 31, 2025",03010331,Potato,109 gram,109.0,84,19,0,2,0,7,1,2
"Mar 31, 2025",03010331,Homemade Chuck Roast - Chuck Roast,134 gram,134.0,296,0,13,44,134,72,0,0
"Mar 31, 2025",03010331,Leanfit Protein powder - Protein Powder,2 scoop,,240,4,4,50,140,220,2,2
"Mar 31, 2025",03010331,Blueberries,115 gram,115.0,66,17,0,1,0,1,11,3
"Apr 1, 2025",04010430,"Lentils, cooked",176 g,176.0,202,35,1,16,0,410,3,14
"Apr 1, 2025",04010430,"White rice, cooked",446 g,446.0,575,125,1,12,0,1093,0,2
"Apr 1, 2025",04010430,"Lentils, cooked",175 g,175.0,201,35,1,16,0,408,3,14
"Apr 1, 2025",04010430,Broccoli,245 gram,245.0,83,16,1,7,0,81,4,6
"Apr 1, 2025",04010430,Potato,95 gram,95.0,73,17,0,2,0,6,1,2
"Apr 1, 2025",04010430,Generic - Baby carrots,39 g,39.0,16,4,0,0,0,27,2,1
"Apr 1, 2025",04010430,Homemade Chuck Roast - Chuck Roast,174 gram,174.0,385,0,16,57,174,94,0,0
"Apr 1, 2025",04010430,Leanfit Protein powder - Protein Powder,3 scoop,,360,6,6,75,210,330,3,3
"Apr 1, 2025",04010430,Blueberries,125 gram,125.0,71,18,0,1,0,1,12,3
"Apr 2, 2025",04010430,"White rice, cooked",403 g,403.0,520,113,1,11,0,987,0,2
"Apr 2, 2025",04010430,Fat Free Milk - Fat Free Milk,599 milliliter,599.0,228,33,0,20,13,329,30,0
"Apr 2, 2025",04010430,Broccoli,353 gram,353.0,120,23,1,10,0,116,6,9
"Apr 2, 2025",04010430,Homemade Chuck Roast - Chuck Roast,115 gram,115.0,254,0,11,38,115,62,0,0
"Apr 2, 2025",04010430,Fage - Greek Yogurt Total 0%,204 gram,204.0,96,6,0,19,12,66,6,0
"Apr 2, 2025",04010430,Potato,64 gram,64.0,49,11,0,1,0,4,1,1
"Apr 2, 2025",04010430,Generic - Baby carrots,26 g,26.0,11,2,0,0,0,18,1,1
"Apr 2, 2025",04010430,Homemade Chuck Roast - Chuck Roast,100 gram,100.0,221,0,9,33,100,54,0,0
"Apr 2, 2025",04010430,"Chicken breast, grilled, skinless",135 gram,135.0,238,0,7,40,130,477,0,0
"Apr 2, 2025",04010430,"White rice, cooked",190 g,190.0,245,53,1,5,0,466,0,1
"Apr 2, 2025",04010430,Banana,1 medium,,114,27,0,1,0,0,19,2
"Apr 2, 2025",04010430,Leanfit Protein powder - Protein Powder,3 scoop,,360,6,6,75,210,330,3,3
"Apr 3, 2025",04010430,"Lentils, cooked",265 g,265.0,305,53,1,24,0,617,5,21
"Apr 3, 2025",04010430,Sparkling Ice - Sparkling Ice Black Raspberry,17 oz,481.95000000000005,5,0,0,0,0,0,0,0
"Apr 3, 2025",04010430,Banana,1 medium,,114,27,0,1,0,0,19,2
"Apr 3, 2025",04010430,Broccoli,347 gram,347.0,118,23,1,10,0,115,6,9
"Apr 3, 2025",04010430,"White rice, cooked",257 g,257.0,332,72,1,7,0,630,0,1
"Apr 3, 2025",04010430,"Lentils, cooked",149 g,149.0,171,30,1,13,0,347,3,12
"Apr 3, 2025",04010430,"Chicken breast, grilled, skinless",191 gram,191.0,336,0,10,57,183,674,0,0
"Apr 3, 2025",04010430,Blueberries,74 gram,74.0,42,11,0,1,0,1,7,2
"Apr 3, 2025",04010430,Fage - Greek Yogurt Total 0%,218 gram,218.0,103,6,0,21,13,71,6,0
"Apr 3, 2025",04010430,Generic - Baby carrots,63 g,63.0,26,6,0,1,0,43,3,2
"Apr 3, 2025",04010430,Potato,25 gram,25.0,19,4,0,1,0,2,0,1
"Apr 3, 2025",04010430,Homemade Chuck Roast - Chuck Roast,140 gram,140.0,309,0,13,46,140,76,0,0
"Apr 3, 2025",04010430,Leanfit Protein powder - Protein Powder,2 scoop,,240,4,4,50,140,220,2,2
"Apr 3, 2025",04010430,Blueberries,141 gram,141.0,80,20,0,1,0,1,14,3
"Apr 4, 2025",04010430,"Russet potato, baked",138 g,138.0,131,30,0,4,0,19,1,3
"Apr 4, 2025",04010430,"White rice, cooked",181 g,181.0,233,51,1,5,0,443,0,1
"Apr 4, 2025",04010430,"Lentils, cooked",245 g,245.0,282,49,1,22,0,571,4,19
"Apr 4, 2025",04010430,"Chicken breast, grilled, skinless",221 gram,221.0,389,0,12,65,212,780,0,0
"Apr 4, 2025",04010430,"Rosarita - Refried Beans , no fat",0.5 cup,120.0,80,16,0,5,0,620,0,5
"Apr 4, 2025",04010430,Leanfit Protein powder - Protein Powder,1 scoop,,120,2,2,25,70,110,1,1
"Apr 4, 2025",04010430,Fat Free Milk - Fat Free Milk,360 milliliter,360.0,137,20,0,12,8,198,18,0
"Apr 4, 2025",04010430,Banana,1 medium,,114,27,0,1,0,0,19,2
"Apr 4, 2025",04010430,Garlic,0.21 clove,,1,0,0,0,0,0,0,0
"Apr 4, 2025",04010430,Yellow onion,0.06 whole,,4,1,0,0,0,0,1,0
"Apr 4, 2025",04010430,Generic - Baby carrots,0.04 lb,18.14368,8,2,0,0,0,13,1,1
"Apr 4, 2025",04010430,Potato,0.06 pound,27.215519999999998,22,5,0,1,0,2,0,1
"Apr 4, 2025",04010430,"Lentils, cooked",226 g,226.0,260,45,1,20,0,527,4,18
"Apr 4, 2025",04010430,Leanfit Protein powder - Protein Powder,2 scoop,,240,4,4,50,140,220,2,2
"Apr 4, 2025",04010430,Blueberries,143 gram,143.0,82,21,0,1,0,1,14,3
"Apr 5, 2025",04010430,Fat Free Milk - Fat Free Milk,623 milliliter,623.0,237,34,0,21,13,342,32,0
"Apr 5, 2025",04010430,Potato,203 gram,203.0,156,36,0,4,0,12,2,4
"Apr 5, 2025",04010430,Generic - Baby carrots,392 g,392.0,161,38,1,4,0,270,19,11
"Apr 5, 2025",04010430,Homemade Chuck Roast - Chuck Roast,132 gram,132.0,292,0,12,43,132,71,0,0
"Apr 5, 2025",04010430,Pico de gallo,1 cup,240.0,41,9,0,2,0,1063,5,3
"Apr 5, 2025",04010430,"Black beans, canned",100 gram,100.0,91,17,0,6,0,384,0,7
"Apr 5, 2025",04010430,"Chicken breast, grilled, skinless",100 gram,100.0,176,0,5,30,96,353,0,0
"Apr 5, 2025",04010430,Guerro - Corn Tortilla,2 tortillas,,110,22,2,2,0,10,2,3
"Apr 5, 2025",04010430,"Lentils, cooked",99 g,99.0,114,20,0,9,0,231,2,8
"Apr 5, 2025",04010430,"Chicken breast, grilled, skinless",270 gram,270.0,475,0,15,80,259,953,0,0
"Apr 5, 2025",04010430,Leanfit Protein powder - Protein Powder,2 scoop,,240,4,4,50,140,220,2,2
"Apr 5, 2025",04010430,Mango,82 gram,82.0,49,12,0,1,0,1,11,1
"Apr 5, 2025",04010430,Blueberries,181 gram,181.0,103,26,1,1,0,2,18,4
"Apr 6, 2025",04010430,"White rice, cooked",250 g,250.0,323,70,1,7,0,613,0,1
"Apr 6, 2025",04010430,Panda Express - Super Greens,14 oz,396.90000000000003,180,20,6,12,0,520,8,10
"Apr 6, 2025",04010430,Panda Express - Orange Chicken,11.4 oz,323.19000000000005,980,102,46,50,160,1640,38,4
"Apr 6, 2025",04010430,"White rice, cooked",158 g,158.0,204,44,0,4,0,387,0,1
"Apr 6, 2025",04010430,"Chicken breast, grilled, skinless",273 g,273.0,480,0,15,81,262,964,0,0
"Apr 6, 2025",04010430,Leanfit Protein powder - Protein Powder,2 scoop,,240,4,4,50,140,220,2,2
"Apr 6, 2025",04010430,Blueberries,206 gram,206.0,117,30,1,2,0,2,21,5
"Apr 7, 2025",04010430,"G Hughes - BBQ Sauce, Hickory",137 g,137.0,46,9,0,0,0,913,0,0
"Apr 7, 2025",04010430,"White rice, cooked",403 g,403.0,520,113,1,11,0,987,0,2
"Apr 7, 2025",04010430,"Lentils, cooked",280 g,280.0,322,56,1,25,0,652,5,22
"Apr 7, 2025",04010430,"Chicken breast, grilled, skinless",55 g,55.0,97,0,3,16,53,194,0,0
"Apr 7, 2025",04010430,Leanfit Protein powder - Protein Powder,1 scoop,,120,2,2,25,70,110,1,1
"Apr 7, 2025",04010430,Jello - Cheesecake Sugar free,1 package,,100,5,0,0,0,290,0,0
"Apr 7, 2025",04010430,Fat Free Milk - Fat Free Milk,428 milliliter,428.0,163,24,0,14,9,235,22,0
"Apr 7, 2025",04010430,"G Hughes - BBQ Sauce, Hickory",17 g,17.0,6,1,0,0,0,113,0,0
"Apr 7, 2025",04010430,"Lentils, cooked",79 g,79.0,91,16,0,7,0,184,1,6
"Apr 7, 2025",04010430,"Chicken breast, grilled, skinless",88 g,88.0,155,0,5,26,84,311,0,0
"Apr 7, 2025",04010430,"Lentils, cooked",137 g,137.0,158,27,1,12,0,319,2,11
"Apr 7, 2025",04010430,"Chicken breast, grilled, skinless",95 g,95.0,167,0,5,28,91,335,0,0
"Apr 7, 2025",04010430,"Chicken breast, grilled, skinless",102 g,102.0,180,0,6,30,98,360,0,0
"Apr 7, 2025",04010430,"G Hughes - BBQ Sauce, Hickory",30 g,30.0,10,2,0,0,0,200,0,0
"Apr 7, 2025",04010430,Leanfit Protein powder - Protein Powder,2 scoop,,240,4,4,50,140,220,2,2
"Apr 7, 2025",04010430,Blueberries,219 gram,219.0,125,32,1,2,0,2,22,5
"Apr 7, 2025",04010430,Mango,65 gram,65.0,39,10,0,1,0,1,9,1
"Apr 8, 2025",04010430,"Rosarita - Refried Beans , no fat",1.75 cup,420.0,280,56,0,18,0,2170,0,18
"Apr 8, 2025",04010430,"Russet potato, baked",413 g,413.0,392,89,1,11,0,58,4,9
"Apr 8, 2025",04010430,"Chicken breast, grilled, skinless",123 g,123.0,216,0,7,36,118,434,0,0
"Apr 8, 2025",04010430,"G Hughes - BBQ Sauce, Hickory",35 g,35.0,12,2,0,0,0,233,0,0
"Apr 8, 2025",04010430,"Chicken breast, grilled, skinless",180 g,180.0,317,0,10,53,173,635,0,0
"Apr 8, 2025",04010430,"G Hughes - BBQ Sauce, Hickory",32 g,32.0,11,2,0,0,0,213,0,0
"Apr 8, 2025",04010430,"Russet potato, baked",303 g,303.0,288,65,0,8,0,42,3,7
"Apr 8, 2025",04010430,"White rice, cooked",131 g,131.0,169,37,0,3,0,321,0,1
"Apr 8, 2025",04010430,"Chicken breast, grilled, skinless",134 g,134.0,236,0,7,40,129,473,0,0
"Apr 8, 2025",04010430,Blueberries,86 gram,86.0,49,12,0,1,0,1,9,2
"Apr 8, 2025",04010430,Fage - Greek Yogurt Total 0%,316 gram,316.0,149,9,0,30,19,102,9,0
"Apr 8, 2025",04010430,Blueberries,131 gram,131.0,75,19,0,1,0,1,13,3
"Apr 8, 2025",04010430,Strawberry,108 gram,108.0,35,8,0,1,0,1,5,2
"Apr 8, 2025",04010430,Leanfit Protein powder - Protein Powder,2 scoop,,240,4,4,50,140,220,2,2
"Apr 8, 2025",04010430,Oats,40 g,40.0,152,27,3,5,0,2,0,4
"Apr 9, 2025",04010430,"G Hughes - BBQ Sauce, Hickory",46 g,46.0,15,3,0,0,0,307,0,0
"Apr 9, 2025",04010430,"Chicken thigh, cooked, skinless",264 g,264.0,510,0,28,64,338,884,0,0
"Apr 9, 2025",04010430,Fat Free Milk - Fat Free Milk,600 milliliter,600.0,228,33,0,20,13,330,30,0
"Apr 9, 2025",04010430,"Lentils, cooked",191 g,191.0,220,38,1,17,0,445,3,15
"Apr 9, 2025",04010430,"White rice, cooked",149 g,149.0,192,42,0,4,0,365,0,1
"Apr 9, 2025",04010430,"Russet potato, baked",204 g,204.0,194,44,0,5,0,29,2,5
"Apr 9, 2025",04010430,Fage - Greek Yogurt Total 0%,224 gram,224.0,105,7,0,21,13,72,7,0
"Apr 9, 2025",04010430,"Chicken breast, grilled, skinless",132 g,132.0,232,0,7,39,127,466,0,0
"Apr 9, 2025",04010430,Broccoli,592 gram,592.0,201,39,2,17,0,195,10,15
"Apr 9, 2025",04010430,Leanfit Protein powder - Protein Powder,2 scoop,,240,4,4,50,140,220,2,2
"Apr 9, 2025",04010430,Oats,40 g,40.0,152,27,3,5,0,2,0,4
"Apr 9, 2025",04010430,Blueberries,160 gram,160.0,91,23,1,1,0,2,16,4
"Apr 9, 2025",04010430,Strawberry,123 gram,123.0,39,9,0,1,0,1,6,2
"Apr 10, 2025",04010430,"G Hughes - BBQ Sauce, Hickory",64 g,64.0,21,4,0,0,0,427,0,0
"Apr 10, 2025",04010430,"Lentils, cooked",464 g,464.0,534,93,2,42,0,1081,8,37
"Apr 10, 2025",04010430,"Chicken thigh, cooked, skinless",113 g,113.0,218,0,12,27,145,379,0,0
"Apr 10, 2025",04010430,Leanfit Protein powder - Protein Powder,2 scoop,,240,4,4,50,140,220,2,2
"Apr 10, 2025",04010430,Strawberry,170 gram,170.0,54,13,1,1,0,2,8,3
"Apr 10, 2025",04010430,Blueberries,122 gram,122.0,70,18,0,1,0,1,12,3
"Apr 10, 2025",04010430,"G Hughes - BBQ Sauce, Hickory",59 g,59.0,20,4,0,0,0,393,0,0
"Apr 10, 2025",04010430,"White rice, cooked",124 g,124.0,160,35,0,3,0,304,0,0
"Apr 10, 2025",04010430,"Chicken thigh, cooked, skinless",233 g,233.0,450,0,25,56,298,781,0,0
"Apr 10, 2025",04010430,Broccoli,555 gram,555.0,189,37,2,16,0,183,9,14
"Apr 10, 2025",04010430,Oats,40 g,40.0,152,27,3,5,0,2,0,4
"Apr 10, 2025",04010430,Leanfit Protein powder - Protein Powder,2 scoop,,240,4,4,50,140,220,2,2
"Apr 10, 2025",04010430,Strawberry,229 gram,229.0,73,18,1,2,0,2,11,5
"Apr 10, 2025",04010430,Blueberries,180 gram,180.0,103,26,1,1,0,2,18,4
"Apr 11, 2025",04010430,"LesserEvil - Popcorn, Himalayan Gold",27 g,27.0,116,14,6,2,0,164,0,4
"Apr 11, 2025",04010430,Wild Oats - Oats & Flax,1 packet,,150,29,2,4,0,130,0,3
"Apr 11, 2025",04010430,Asparagus,400 gram,400.0,80,16,0,9,0,8,8,8
"Apr 11, 2025",04010430,"Urban Remedy - Salad, Organic, Rainbow",1 bowl,,270,11,24,7,0,250,4,4
"Apr 11, 2025",04010430,Broccoli,349 gram,349.0,119,23,1,10,0,115,6,9
"Apr 11, 2025",04010430,Fat Free Milk - Fat Free Milk,479 milliliter,479.0,182,26,0,16,10,263,24,0
"Apr 11, 2025",04010430,Blueberries,51 gram,51.0,29,7,0,0,0,1,5,1
"Apr 11, 2025",04010430,Fage - Greek Yogurt Total 0%,190 gram,190.0,89,6,0,18,11,61,6,0
"Apr 11, 2025",04010430,"Lentils, cooked",214 g,214.0,246,43,1,19,0,499,4,17
"Apr 11, 2025",04010430,"Chicken thigh, cooked, skinless",139 g,139.0,268,0,15,33,178,466,0,0
"Apr 11, 2025",04010430,"Lentils, cooked",243 g,243.0,279,49,1,22,0,566,4,19
"Apr 11, 2025",04010430,"Chicken thigh, cooked, skinless",116 g,116.0,224,0,12,28,148,389,0,0
"Apr 11, 2025",04010430,Leanfit Protein powder - Protein Powder,2 scoop,,240,4,4,50,140,220,2,2
"Apr 11, 2025",04010430,Oats,40 g,40.0,152,27,3,5,0,2,0,4
"Apr 11, 2025",04010430,Strawberry,106 gram,106.0,34,8,0,1,0,1,5,2
"Apr 11, 2025",04010430,Blueberries,106 gram,106.0,60,15,0,1,0,1,11,3
"Apr 12, 2025",04010430,Broccoli,1 cup,240.0,35,6,0,2,0,32,1,2
"Apr 12, 2025",04010430,Banana,99 g,99.0,96,22,0,1,0,0,16,2
"Apr 12, 2025",04010430,Leanfit Protein powder - Protein Powder,2 scoop,,240,4,4,50,140,220,2,2
"Apr 12, 2025",04010430,Wild Oats - Oats & Flax,1 packet,,150,29,2,4,0,130,0,3
"Apr 12, 2025",04010430,Blueberries,70 gram,70.0,40,10,0,1,0,1,7,2
"Apr 12, 2025",04010430,Strawberry,96 gram,96.0,31,7,0,1,0,1,5,2
"Apr 13, 2025",04010430,Blueberries,108 gram,108.0,62,16,0,1,0,1,11,3
"Apr 13, 2025",04010430,Fat Free Milk - Fat Free Milk,670 milliliter,670.0,255,37,0,23,14,368,34,0
"Apr 13, 2025",04010430,Oats,120 g,120.0,455,81,8,16,0,7,1,12
"Apr 13, 2025",04010430,"Pretzels, unsalted",23 g,23.0,90,19,0,2,0,0,1,1
"Apr 13, 2025",04010430,Chomps - Meat Stick,2 stick,,200,0,14,20,60,760,0,0
"Apr 13, 2025",04010430,Slate - Milk Chocolate Mix,1.5 stick,,150,3,1,30,15,240,0,2
"Apr 13, 2025",04010430,Wild Oats - Oats & Flax,1 packet,,150,29,2,4,0,130,0,3
"Apr 13, 2025",04010430,Leanfit Protein powder - Protein Powder,2 scoop,,240,4,4,50,140,220,2,2
"Apr 13, 2025",04010430,Strawberry,96 gram,96.0,31,7,0,1,0,1,5,2
"Apr 13, 2025",04010430,Banana,92 g,92.0,89,21,0,1,0,0,15,2
"Apr 14, 2025",04010430,"G Hughes - BBQ Sauce, Hickory",24 g,24.0,8,2,0,0,0,160,0,0
"Apr 14, 2025",04010430,"White rice, cooked",326 g,326.0,421,91,1,9,0,799,0,1
"Apr 14, 2025",04010430,"Chicken thigh, cooked, skinless",156 g,156.0,301,0,17,38,200,523,0,0
"Apr 14, 2025",04010430,"White rice, cooked",173 g,173.0,223,48,0,5,0,424,0,1
"Apr 14, 2025",04010430,"Chicken thigh, cooked, skinless",222 g,222.0,428,0,24,54,284,744,0,0
"Apr 14, 2025",04010430,"G Hughes - BBQ Sauce, Hickory",30 g,30.0,10,2,0,0,0,200,0,0
"Apr 14, 2025",04010430,"White rice, cooked",278 g,278.0,359,78,1,7,0,681,0,1
"Apr 14, 2025",04010430,Asparagus,317 gram,317.0,63,12,0,7,0,6,6,7
"Apr 14, 2025",04010430,Fage - Greek Yogurt Total 0%,150 gram,150.0,71,4,0,14,9,49,4,0
"Apr 14, 2025",04010430,"Lentils, cooked",237 g,237.0,273,47,1,21,0,552,4,19
"Apr 14, 2025",04010430,Leanfit Protein powder - Protein Powder,2 scoop,,240,4,4,50,140,220,2,2
"Apr 14, 2025",04010430,Strawberry,230 gram,230.0,74,18,1,2,0,2,11,5
"Apr 14, 2025",04010430,Blueberries,104 gram,104.0,59,15,0,1,0,1,10,2
"Apr 15, 2025",04010430,"Rosarita - Refried Beans , no fat",1.75 cup,420.0,280,56,0,18,0,2170,0,18
"Apr 15, 2025",04010430,"White rice, cooked",462 g,462.0,596,129,1,12,0,1132,0,2
